,winery_ID,winery,province_ID
63788,11019,Petit Bistro,57
63789,11020,Tupun,10
63792,11021,Casaleiro,229
63829,11022,Paul Achs,27
63933,11023,Finca La Anita,10
63970,11024,Candoni,63
63973,11025,Pagani,63
63987,11026,Acinum,63
63988,11027,Alberto Nani,63
64020,11028,Clover Hill,89
64024,11029,Pierre Moncuit,19
64032,11030,The Colonial Estate,22
64037,11031,Poissinet,19
64043,11032,The Leader,17
64050,11033,Villa Cerna,26
64061,11034,Chateau Vieux Ligat,15
64063,11035,Falchini,26
64101,11036,Stanger,7
64102,11037,Franci,26
64131,11038,Produttori Colterenzio,40
64152,11039,Aldo Conterno,61
64161,11040,Stony Hill,7
64212,11041,Castillo de Almansa,33
64224,11042,Wild Ridge,7
64236,11043,Metate Hill Vineyards,7
64240,11044,Tenuta Santa Maria alla Pieve,63
64274,11045,Nevis Bluff,84
64322,11046,Fort Ross Vineyard,7
64330,11047,Perticaia,18
64335,11048,La Chertosa,7
64380,11049,Land of Hope,30
64389,11050,Puelles,3
64393,11051,Domaine de Dionysos,44
64397,11052,Frenchman's Gulch,17
64431,11053,Domaine Clos Salomon,20
64436,11054,Domaine de Baronarques,57
64442,11055,Lake and Vine Cellars,7
64444,11056,Magna Mater,7
64455,11057,Webster Cellars,7
64456,11058,Weingut Frey,230
64468,11059,Old Cannery Row,7
64493,11060,Chateau Acker-Perreau,15
64494,11061,Chateau Ampelia,15
64495,11062,Chateau Langrange Monbadon,15
64504,11063,Manuel Manzaneque,33
64552,11064,Friedrich Fendel,60
64603,11065,Chateau Comte Devaugelas,57
64613,11066,Chateau Chasse-Spleen,15
64618,11067,Chateau Grand Mayne,15
64622,11068,Chateau Cantenac Brown,15
64623,11069,Chateau La Tour Figeac,15
64627,11070,Chateau Talbot,15
64636,11071,Bodegas Barriosa,3
64664,11072,Sancho Baron,3
64667,11073,Dehesa de Luna,33
64692,11074,Rosedale Wines,22
64694,11075,Simaine Cellars,7
64699,11076,Chateau Tour d'Auron,15
64703,11077,Domaine Sainte-Eugenie,57
64722,11078,Orpheus,7
64725,11079,Ricossa,61
64742,11080,Peter Andrew,30
64760,11081,Leto,7
64776,11082,Bar Dog,7
64778,11083,Belliard Vins Selections,15
64802,11084,Springhouse Cellar,1
64829,11085,St. Kilda,88
64841,11086,Equifera,71
64890,11087,Domaine des Levrys,69
64895,11088,Pazo Baion,24
64900,11089,Rene Sparr,5
64912,11090,The Mountain Winery,7
64925,11091,Ulacia,3
64938,11092,El Arte de Vivir,3
64951,11093,Odyssea,10
64964,11094,Convento Cappuccini,61
64975,11095,Red XS,7
64978,11096,Red 7,7
64983,11097,Gaintza,3
64991,11098,Creation,151
65010,11099,De Grendel,265
65027,11100,Eugen Muller,101
65074,11101,Bodegas Vegalfaro,82
65112,11102,Chateau Bourseau,15
65146,11103,Rosemont,11
65155,11104,Louis de Camponac,25
65156,11105,Luca Bosio,61
65168,11106,Taliano,61
65173,11107,Chateau Robin des Moines,15
65175,11108,Chateau Toudenac,15
65178,11109,Domaine du Pere Caboche,44
65184,11110,Sylla Sebaste,61
65189,11111,WindRacer,7
65192,11112,Kempe,7
65242,11113,Highway 253,7
65244,11114,Hullabaloo,7
65283,11115,Arrogant Frog,57
65287,11116,Kopriva,7
65288,11117,Lafken,16
65289,11118,Le Battistelle,63
65309,11119,Barrymore,7
65310,11120,Beltane Ranch,7
65315,11121,Cellers Grifoll Declara,51
65338,11122,Russell Creek,17
65341,11123,Warrabilla,59
65351,11124,Honora,117
65367,11125,Marques de la Musa,3
65379,11126,Chateau Anniche,15
65380,11127,Chateau Grand Marechaud,15
65421,11128,Merum,33
65442,11129,Evans & Tate,81
65503,11130,Vincent Vatan,69
65525,11131,Sutil,55
65603,11132,Latta,17
65634,11133,Domaine des Vieilles Caves,13
65637,11134,Garnet,7
65649,11135,Gallo Signature Series,7
65655,11136,VGS,7
65662,11137,Hungry Blonde,7
65676,11138,Barra,7
65679,11139,Cantine Menhir,21
65687,11140,Glorie Farm Winery,28
65701,11141,Terraesteban,3
65707,11142,Chateau Gromel Bel Air,15
65710,11143,de Restia,3
65727,11144,Saronsberg,325
65734,11145,Chateau Haut Dina,15
65738,11146,Finca El Monegrillo,33
65755,11147,Revancha,10
65818,11148,Mas des Etoiles,34
65832,11149,Cuma,9
65839,11150,Moscato Rubino,7
65849,11151,Manciat-Poncet,20
65855,11152,Le Paradou,25
65871,11153,Isenhower,17
65902,11154,RMH,7
65919,11155,Shalauri Cellars,160
65940,11156,Sostener,7
65956,11157,Dominus,7
65971,11158,Villa Creek,7
65979,11159,Coste Ghirlanda,4
66014,11160,Flying Horse,7
66036,11161,Baron Gassier,58
66041,11162,El Toqui,23
66055,11163,Nelles,91
66117,11164,Senorio de Garci Grande,3
66125,11165,Azari,7
66145,11166,Toreta,215
66153,11167,Blindfold,7
66183,11168,Pfneisl United Vineyards,252
66188,11169,La Patache,15
66202,11170,De Angelis,18
66205,11171,Domodimonti,18
66219,11172,Le Corti dei Farfensi,18
66220,11173,Malacari,18
66223,11174,Cantina Offida,18
66237,11175,Rowland,7
66266,11176,Eden Road,178
66274,11177,Benoit Mulin,25
66299,11178,Fabrizio Dionisio,26
66300,11179,Fattoria Bagnolo,26
66313,11180,Hugo Casanova,14
66341,11181,Renzo Marinai,26
66347,11182,Tenuta Ghiaccio Forte,26
66353,11183,Vondeling,379
66364,11184,Highland Oaks,7
66380,11185,Caprili,26
66394,11186,Salicutti,26
66439,11187,Luigi Voghera,61
66442,11188,Marziano Abbona,61
66447,11189,Popcorn,7
66462,11190,Domaine du Clos d'Alari,58
66464,11191,Domaine Saint-Aix,58
66476,11192,Chatom,7
66494,11193,Ad Lib,81
66501,11194,Atipax,10
66505,11195,Cuatro Pasos,3
66511,11196,Chateau Merlet,15
66585,11197,Chateau de Fleurie,13
66593,11198,Bluenose,7
66595,11199,Chateau Real d'Or,58
66610,11200,Cellier Saint-Sidoine,58
66618,11201,La Bollina,61
66629,11202,Saint M,101
66673,11203,Celler Cooperatiu de Gandesa,51
66687,11204,Chateau Greysac,15
66720,11205,Blue Hawk,7
66731,11206,Kastania,7
66736,11207,Budeguer,10
66753,11208,Mapema,10
66759,11209,Chateau Alta Gaia,15
66761,11210,Chateau Haut Pingat,15
66776,11211,Reverdito,61
66811,11212,Chateau Meyre,15
66816,11213,Etablissements Thunevin,15
66827,11214,Baronet,3
66828,11215,Bodegas Perica,3
66851,11216,Fidora,63
66860,11217,Quadratus,196
66865,11218,Schlumberger,5
66881,11219,Livia Fontana,61
66916,11220,Chateau Saint Ahon,15
66933,11221,L'Avion,7
66977,11222,Ward Johnson Winery,17
66980,11223,Le Jaja de Jau,57
66982,11224,Caves da Cerca,78
66983,11225,Colinas de Sao Lourenco,119
66989,11226,Ballast Stone Estate Wines,22
66994,11227,Holmes Harbor Cellars,17
67037,11228,Cheryl LaVrar,7
67039,11229,Diren,308
67041,11230,Glaser,1
67051,11231,Yves Giroux,20
67054,11232,Blackett,95
67058,11233,Ivo Varbanov,196
67065,11234,Gilles Blanchet,69
67066,11235,Puydeval,57
67067,11236,Badger Mountain,17
67069,11237,Domaine du Grand Bouqueteau,69
67094,11238,Chateau Langoa Barton,15
67124,11239,Ambrogio e Giovanni Folonari,26
67133,11240,Coda,7
67136,11241,Sator,26
67139,11242,Il Cascinone,61
67141,11243,1752 Signature Wines,58
67158,11244,Domaine de l'Engarran,57
67176,11245,Wohrle,153
67196,11246,Ebony,1
67225,11247,Broc Cellars,7
67241,11248,Artisan Wines DI Franz Scheider,27
67254,11249,Cantina Le Grotte,21
67264,11250,Chateau de Corneilla,57
67272,11251,Canaletto,40
67273,11252,Caspen,57
67312,11253,Moraitis,49
67350,11254,Chateau le Reysse,15
67383,11255,Chateau Mas Neuf,44
67388,11256,Domaine des Entrefaux,44
67395,11257,Chateau Pavie Macquin,15
67404,11258,Chateau Magneau,15
67413,11259,Chateau Fontenil,15
67469,11260,Valfaccenda,61
67488,11261,Gabriele Scaglione,61
67502,11262,Prahova Valley,315
67525,11263,Finca Montepedroso,3
67542,11264,Torre Rosazza,40
67584,11265,Duvernay,44
67585,11266,Eight Sides,7
67624,11267,Zeni,63
67632,11268,Pierre and Charles Sparr,5
67644,11269,Schiavenza,61
67669,11270,Pietro Caciorgna,4
67676,11271,Clos des Menuts,15
67681,11272,Cellier des Dauphins,44
67684,11273,Chateau Gantonnet,15
67688,11274,Chateau Marjosse,15
67714,11275,Serrera,10
67722,11276,Big Smooth,7
67748,11277,Zorzon,40
67760,11278,Alphart,143
67793,11279,Tacora,55
67815,11280,Evesham Wood,1
67826,11281,Idylwood,1
67827,11282,De Saint Gall,19
67848,11283,Marc Bredif,69
67860,11284,Odem Mountain,45
67870,11285,Chateau du Barrailh,15
67883,11286,Veuve du Vernay,25
67890,11287,Celler Bartolome,51
67896,11288,Jinks Creek,59
67898,11289,L'Arbossar,51
67905,11290,Dibon,51
67941,11291,Gilles Morat,20
67947,11292,Domaine de la Garenne,20
67980,11293,Il Corno,26
68017,11294,Green & Red,7
68031,11295,Quinta de Santa Eufemia,95
68035,11296,Reva,61
68060,11297,Holdvolgy,62
68075,11298,Chardenet,7
68112,11299,Cooralook,59
68128,11300,Nabuko,82
68256,11301,Moniker,7
68271,11302,Losi,26
68333,11303,Logodaj,196
68339,11304,Bratanov,196
68356,11305,Chateau du Courlat,15
68367,11306,Chateau Haut-Vigneau,15
68387,11307,Bella Sera,40
68403,11308,Anselmi,63
68405,11309,Furlan,40
68410,11310,Mottura,21
68416,11311,Gosford,88
68450,11312,Domaine du Moulie,34
68495,11313,Ranch 32,7
68503,11314,Outlier,7
68520,11315,El Sombrero,77
68532,11316,Demencia de Autor,3
68542,11317,Hermanuspietersfontein,151
68545,11318,Chateau la Brande,15
68551,11319,Chateau Maison Neuve,15
68575,11320,De Ponte Cellars,1
68586,11321,1789 Wines,1
68616,11322,Snow Mountain,39
68654,11323,La Voix,7
68668,11324,Chateau la Marzelle,15
68695,11325,Pure Cru,7
68766,11326,Edwards,81
68774,11327,Budini,10
68776,11328,Finca El Retiro,10
68792,11329,Chateau des Tours,13
68795,11330,La Velona,26
68796,11331,Pianirossi,26
68798,11332,Poggio al Tufo,26
68812,11333,Monte Smith,7
68815,11334,Mountain View,7
68816,11335,Peteglia,26
68826,11336,Chateau Duplessis,15
68850,11337,Valle Austral,10
68856,11338,Dauntless,1
68874,11339,Ernest Rapeneau,19
68907,11340,Domaine Serol,69
68963,11341,Montauto,26
68979,11342,Cobblestone,7
68990,11343,Le Ragose,63
69011,11344,Vieux Chateau Chauvin,15
69042,11345,J. Hofstatter,40
69068,11346,Wm. Harrison,7
69078,11347,Castelnau,19
69085,11348,Gran Cardiel,3
69118,11349,Robert Craig,7
69143,11350,Cellar Hand,172
69150,11351,Malgri ,61
69166,11352,Hunky Dory,37
69205,11353,Schloss Reinhartshausen,60
69214,11354,Chateau Laville Haut-Brion,15
69256,11355,Ackerman Family Vineyards,7
69258,11356,Balia di Zola,18
69293,11357,Artes del Sur,10
69347,11358,Inacayal,10
69360,11359,Chateau Lamy,57
69392,11360,A. Margaine,19
69398,11361,Porca de Murca,0
69416,11362,Zinsane,7
69429,11363,Prior Art,51
69445,11364,Bosio,61
69479,11365,Vignobles Fontan,34
69480,11366,VillaViva,57
69491,11367,Badger Hound,7
69504,11368,Pinuaga,33
69534,11369,Chateau Lagrange,15
69541,11370,Grand Nicolet,44
69550,11371,Chateau Saint Louis,34
69564,11372,Domaine de Magnaut,34
69565,11373,Domaine du Rey,34
69588,11374,Rock Lobster,7
69603,11375,Tantalus Vineyards,172
69616,11376,Four Cairn,7
69657,11377,Talosa,26
69678,11378,Domaine de Viranel,57
69697,11379,Quinta da Prelada,95
69755,11380,K&M;,1
69761,11381,Overland,7
69770,11382,Chateau Chantal,2
69773,11383,Coruce,7
69774,11384,Domaine du Vieux Vauvert,69
69775,11385,Durer-Weg,40
69800,11386,La Belle Collection,58
69801,11387,Sant'Anjelus,63
69811,11388,Folonari,63
69814,11389,Pindal,10
69817,11390,Ambrose,7
69818,11391,Las Capas,3
69848,11392,Binomio,18
69855,11393,VinStrata,1
69865,11394,Listel,57
69898,11395,Chateau Lagrave Aubert,15
69900,11396,Chateau Tour Saint-Germain,15
69945,11397,Chateau Lauretan,15
69971,11398,Chateau Gamage,15
69978,11399,Michlits,67
70010,11400,Chateau Fourchou,15
70011,11401,Chateau le Bonnat,15
70036,11402,Il Cavalierino,26
70048,11403,Philippe Girard,69
70050,11404,Block 88,7
70051,11405,Breca,3
70054,11406,Domaine Alban Roblin,69
70055,11407,Domaine des Elephants,69
70056,11408,Domaines Tatin,69
70059,11409,Vina Sastre,3
70061,11410,La Torre,26
70072,11411,Domaine Regis Champier,13
70074,11412,Podere Sapaio,26
70099,11413,Valdelamillo,3
70128,11414,Chateau Lecuyer,15
70142,11415,VIgnobles Rene Renon,15
70169,11416,Suha Punta,346
70178,11417,Verema,3
70245,11418,Domaine Serres Mazard,57
70334,11419,Fat Monk,7
70338,11420,Paul Bouchard & Cie,25
70351,11421,Roger Luquet,20
70352,11422,J.P. Chenet,25
70385,11423,Chateau les Vieux Moulins,15
70402,11424,Main Divide,180
70438,11425,Soho,84
70449,11426,Domaine de la Cote,7
70476,11427,Northwest Cellars,17
70486,11428,Viamonte,10
70488,11429,Finca las Caraballas,3
70584,11430,Merus,7
70597,11431,Hattingley Valley Wines,162
70634,11432,The Yellow Cellar,43
70638,11433,Fonty's Pool,81
70654,11434,Blumel,6
70659,11435,Chateau Mazetier,15
70661,11436,Cru Lagaillarde,15
70677,11437,Panache Cellars,1
70693,11438,TwentyFour by Charles Woodson,7
70696,11439,Charles Melton,22
70736,11440,Eaglewood,7
70749,11441,Annabella,7
70766,11442,Chateau les Templiers,69
70771,11443,Agness,28
70776,11444,Chateau les Verriers,15
70777,11445,Chateau Montaiguillon,15
70778,11446,Chateau Naudeau,15
70839,11447,Chateau de la Cour d'Argent,15
70844,11448,Domaine de Valmengaux,15
70859,11449,Taplin Cellars,7
70861,11450,Josef Bauer,68
70868,11451,Ancestrale,7
70912,11452,Lowden Hills,17
70930,11453,Rocca del Principe,21
70931,11454,Salvatore Molettieri,21
70937,11455,Shinn Estate,28
70950,11456,Clifford Bay,37
70971,11457,Tenute Salvaterra,63
71029,11458,Vizorro,3
71064,11459,Chateau de Valcombe,44
71081,11460,Pizzorno,161
71158,11461,Storks' Tower,3
71162,11462,Southern Edge,9
71176,11463,J.M. da Fonseca and Van Zeller,0
71178,11464,Tres Patas,33
71190,11465,Penagudo,3
71231,11466,Bieler Family,17
71241,11467,Maschio dei Cavalieri,63
71252,11468,Oxer Basteguieta,3
71262,11469,Los Clop,10
71264,11470,Lost Oak,86
71272,11471,Moscato Bella,7
71273,11472,La Bioca,61
71279,11473,Christie's,95
71302,11474,Bodegas Piedemonte,3
71376,11475,Wilde Farm Wines,7
71401,11476,Chateau Batailley,15
71418,11477,Terrazas del Moncayo,3
71421,11478,Philippe Borlais,44
71449,11479,La Sansonina,70
71503,11480,Chateau Corbin Michotte,15
71504,11481,Chateau Guillotin,15
71522,11482,Rabbit Ranch,37
71535,11483,Chateau d'Haurets,15
71536,11484,Chateau Floreal Laguens,15
71538,11485,Chateau la Grolet,15
71540,11486,Chateau Roustan,44
71542,11487,Chateau Tour de Bigorre,15
71543,11488,Domaine de la Metairie d'Alon,57
71550,11489,Domaine de Cambis,57
71560,11490,Cherri d'Acquaviva,18
71579,11491,Las Vides,9
71583,11492,Groom,22
71621,11493,Dissident,54
71630,11494,Bitacora,3
71668,11495,Sigillo Cellars,17
71679,11496,Domaine de Lartigue,34
71764,11497,One Million Cuttings,59
71765,11498,Oregon Territory,1
71768,11499,Elena Fucci,21
71775,11500,Bracamonte,3
71787,11501,Domaine Jas d'Esclans,58
71791,11502,Episode,7
71813,11503,Kabaj,245
71834,11504,Colli di Lapio,21
71873,11505,Chateau Cluzan,15
71875,11506,Gran Altura,10
71876,11507,Pantago,10
71890,11508,La Vida,3
71895,11509,Mouton-Cadet,15
71908,11510,Mandois,19
71925,11511,Domaine des Sabines,15
71935,11512,Glen Manor,11
71952,11513,Katsaros,381
71976,11514,Abbaye de Saint-Ferme,15
71982,11515,Sonkin Cellars,7
71987,11516,Whispering Tree,17
71999,11517,Manzanita Creek,7
72006,11518,Castel Pietraio,26
72023,11519,Cava d'Onice,26
72024,11520,Cencioni Patrizia,26
72040,11521,Domaine de la Potardiere,69
72090,11522,Fallon Place,7
72105,11523,Bodegas Agapito Rico,82
72123,11524,Freixa Rigau,51
72130,11525,Tierra Aranda,3
72139,11526,Castelvecchi,26
72146,11527,Le Torri di Campiglioni,26
72150,11528,Vinedos Real Rubio,3
72202,11529,Collato,63
72213,11530,Cava Blanca,51
72245,11531,Oakville East,7
72263,11532,Graziano Merotto,63
72292,11533,The Messenger,7
72310,11534,Beaumont,363
72325,11535,Philippe Pacalet,20
72341,11536,Piersanti,18
72383,11537,Sabina Vineyards,7
72388,11538,Vino Kupljen,133
72396,11539,Iranzo Fields,82
72401,11540,Open Book,1
72414,11541,Gilles Louvet,57
72420,11542,Zarpado,10
72452,11543,Rock & Vine,7
72459,11544,Valley of the Moon,7
72488,11545,Lil Rippa,84
72516,11546,Villa Riesling,8
72553,11547,Six Hats,39
72587,11548,Barossa Valley Estate,22
72590,11549,Chateau Coustolle,15
72605,11550,Chateau Candale,15
72645,11551,Chateau Argadens,15
72652,11552,Chateau Genlaire,15
72653,11553,Chateau Guibeau,15
72660,11554,De Filippi,70
72679,11555,Baldetti Alfonso,26
72688,11556,Chateau les Charmes Godard,15
72735,11557,Franklin Tate,81
72765,11558,Hudson Vineyards,7
72781,11559,Kiralyudvar,47
72812,11560,A Coroa,3
72814,11561,Alexander the Grape,17
72815,11562,All About Red,7
72827,11563,Treveri Cellars,17
72833,11564,Torrederos,3
72835,11565,Verde Sole,7
72857,11566,6 North,7
72883,11567,Domaine Baron de l'Ecluse,13
72914,11568,Kagan,7
72919,11569,Maisonry,7
72934,11570,Silenus,7
72963,11571,Schloss Koblenz,8
72970,11572,La Carraia,18
72996,11573,Chateau Puisseguin la Rigodrie,15
73016,11574,Criterion,22
73062,11575,Sallier de la Tour,4
73066,11576,La Soufrandiere,20
73070,11577,Pago de Valdetruchas,3
73077,11578,Domaine Roger Belland,20
73114,11579,J. Heinrich,27
73153,11580,Muratie,31
73191,11581,Radikon,40
73198,11582,Red Theory,17
73205,11583,Torricino,21
73207,11584,Casa D'Ambra,21
73220,11585,Kennedy Point,37
73221,11586,Klabjan,383
73233,11587,Dexter,59
73301,11588,Campo della Maesti ,18
73344,11589,Redtree,7
73351,11590,Chateau de Perligues,15
73397,11591,Etko,384
73398,11592,Graeflich von Hohenthal'Scher,8
73400,11593,Max Wagner,8
73402,11594,Siesta,10
73419,11595,Fortune 1621,7
73421,11596,Barcino,51
73425,11597,Chateau Fantou,34
73443,11598,Chateau La Croix de Queynac,15
73467,11599,Equinox Estate,185
73500,11600,Minassian-Young,7
73549,11601,Nabygelegen,210
73581,11602,Valle Azul,9
73585,11603,Zinfandelic,7
73595,11604,Krasia May,10
73668,11605,Bodegas Garci Grande,3
73680,11606,Vini­cola Hidalgo,105
73705,11607,Black Saint Peter,7
73712,11608,Domaine Labruyere,13
73722,11609,Hunter DeHaven,7
73735,11610,Allee Bleue,39
73770,11611,Sonberk,132
73773,11612,Formation,7
73796,11613,L'Atzar,51
73808,11614,Ksana,10
73813,11615,Palouse,17
73844,11616,Farnetella,26
73852,11617,Saveurs du Temps,44
73855,11618,Vina Galana,33
73866,11619,Michel Gros,20
73867,11620,Daniel Rion,20
73897,11621,Domaine des Pierrettes,69
73898,11622,Finca Coronado,33
73902,11623,Monfil,3
73915,11624,Case Bianche,63
73923,11625,Garcia Hermanos,105
73932,11626,Palacio de Primavera,3
73951,11627,Rose de Guiet,15
74007,11628,Union Beaujolaise,20
74042,11629,Domaine des Carteresses,44
74054,11630,Chateau la Genestiere,44
74058,11631,Cuttings,7
74084,11632,Peller,71
74096,11633,Domaine du Salvard,69
74100,11634,Chateau Tuilerie Pages,15
74151,11635,Georg Breuer,60
74164,11636,Domaine de la Lande,69
74175,11637,Stephane Tissot,25
74202,11638,Castello di Cacchiano,26
74205,11639,Deerfield,7
74208,11640,Domaine Dumas,13
74209,11641,Eredi Enzo Raspi,26
74218,11642,Weingut J. Faber,8
74227,11643,Celestino Pecci,26
74240,11644,La Porta di Vertine,26
74248,11645,S&G; Estate,7
74276,11646,Grittini,9
74286,11647,Vylyan,113
74292,11648,Clos Mont-Blanc,51
74295,11649,Domaine de la Coume du Roy,57
74320,11650,Chateau Haut Guillebot,15
74325,11651,Chateau Saint-Urbain,15
74328,11652,No BS,3
74331,11653,Pushpin,3
74346,11654,Chispas,3
74350,11655,Chateau Bourbon,15
74363,11656,Chateau des Annibals,58
74374,11657,Two Arrowheads,7
74380,11658,Los 800,51
74444,11659,Domaine la Salette,34
74501,11660,Laurence Feraud,25
74594,11661,Von Siebenthal,35
74611,11662,Quinta das Apegadas,0
74618,11663,Vinovalie,34
74628,11664,Tora Bay,83
74632,11665,Chateau Lauzade,58
74634,11666,Garganuda,63
74638,11667,Chateau Virant,58
74670,11668,Chateau Faure Beausejour,15
74676,11669,Dominios de Castilla,3
74692,11670,Chateau de Brondeau,15
74745,11671,Comando-G,3
74748,11672,Flambeaux,7
74799,11673,Castro Barona,24
74802,11674,Inca,9
74860,11675,Jose Pariente,3
74875,11676,Cuatro Vacas Gordas,10
74884,11677,Pampa,10
74950,11678,Chateau Boisson,15
74953,11679,Rento,3
74959,11680,L'Arboc,51
74962,11681,Le Fonti,26
74997,11682,Ziobaffa,26
75004,11683,Baracchi,26
75058,11684,"Black Bear, Red Chair",7
75080,11685,Mustache Vineyards,7
75103,11686,Galaxy,7
75108,11687,Domaine d'Alzipratu,25
75132,11688,Terre di Melazzano,26
75142,11689,Caves du Val de France,69
75182,11690,R35,7
75195,11691,Les Fontenilles,15
75220,11692,Chateau Mangot,15
75221,11693,Chateau Saint-Germain,15
75243,11694,Domaine de la Noblaie,69
75252,11695,Mas de Gourgonnier,58
75255,11696,Moroder,18
75288,11697,Marc Dupas,69
75294,11698,Daguet,25
75304,11699,Fuego Blanco,9
75351,11700,Andrew Hardy,22
75368,11701,Corinne et Pierre Grossot,20
75423,11702,Vina Tinajas,14
75425,11703,Kilroy Was Here!,22
75427,11704,La Yunta,9
75430,11705,Pulden,196
75471,11706,Blue Pirate,17
75512,11707,Maxville,7
75517,11708,Prim Family,7
75524,11709,Anzivino,61
75531,11710,Domaine Saint Gregory,7
75532,11711,Chimere,7
75550,11712,Sonoma Creek,7
75582,11713,Dewitt,7
75584,11714,Heggies Vineyard,22
75735,11715,Phantom Rivers,7
75738,11716,Tenuta Il Faggeto,26
75781,11717,Jacques Bourguignon,20
75814,11718,Vignobles Despagne,25
75816,11719,Vita Vinea,160
75845,11720,Muddy Water,235
75861,11721,Cheviot Bridge,59
75866,11722,Rothbury Estate,88
75875,11723,Chateau Haut Barrail,15
75876,11724,Chateau Lamour,15
75909,11725,Ernest,7
75916,11726,Harrison Clarke,7
75924,11727,M by Michael Mondavi,7
75942,11728,Domaine Perrot-Minot,20
75989,11729,La Bouvaude,44
75995,11730,Roccafiore,18
76012,11731,Chateau Guiraud,15
76014,11732,Chateau Doisy-Daene,15
76029,11733,Gramona,51
76057,11734,Conti di Sn Bonifacio,26
76079,11735,Theopolis,7
76092,11736,Chateau Grand Corbin,15
76120,11737,Chateau Bonfort,15
76121,11738,Chateau Guerry,15
76122,11739,Chateau les Arromans,15
76126,11740,Ghost Block,7
76162,11741,Pierre Qui Roule,57
76168,11742,Chateau Haut Colombier,15
76171,11743,Marques de Almonacid,3
76216,11744,Tolpuddle,89
76222,11745,Sunstone,7
76235,11746,Chapillon,51
76245,11747,Mazzoni,26
76256,11748,Al Zagal,105
76288,11749,Querceto di Castellina,26
76294,11750,Domaine de Fontavin,44
76302,11751,Plumia,125
76324,11752,La Rose de Pauillac,15
76343,11753,Medulas,82
76347,11754,Franzen,8
76352,11755,Gaucho Club,10
76357,11756,Moretti Omero,18
76501,11757,Medanos,10
76509,11758,Chateau Cap l'Ousteau,15
76554,11759,Chateau du Glana,15
76568,11760,Klein Constantia,181
76618,11761,Huett,1
76691,11762,Domaine Normand,20
76695,11763,Boccantino,4
76697,11764,19 Crimes,88
76706,11765,Deumayen,10
76729,11766,Trere,18
76733,11767,Camille Saves,19
76743,11768,Chateau de Macard,15
76791,11769,Les Dauphins,44
76813,11770,Michel Tissot,25
76820,11771,Seppi Landmann,5
76831,11772,Fondo Antico,4
76840,11773,4R4U,3
76849,11774,Mazza Vineyards,28
76881,11775,Ziereisen,153
76909,11776,Paralelo,77
76913,11777,Communication Block,7
76925,11778,Pegasus Estate,7
76929,11779,Quinta do Vale Bragao,0
76951,11780,El Hijo,10
76956,11781,Bodegas Alejandro Fernandez,3
76967,11782,Les Vignes d'Alexandre,44
76973,11783,Chateau Beau-Site,15
76978,11784,Druida,111
77027,11785,Maennle,201
77101,11786,Casanuova delle Cerbaie,26
77110,11787,Chateau le Pre de la Lande,15
77122,11788,Cruz de Piedra,3
77148,11789,Chateau d'Arcole,15
77149,11790,Chateau de Julienas,13
77185,11791,Tooth and Nail,7
77206,11792,Brangero,61
77246,11793,Domaine de Cotes Remont,13
77256,11794,Peake Ranch,7
77268,11795,Samson,17
77274,11796,City Limits,17
77371,11797,Galda,51
77381,11798,Ktima Pavlidis,148
77409,11799,Domaine Clarence Dillon,15
77422,11800,Ribas del Cua,3
77445,11801,Chateau la Fleur Peyrabon,15
77450,11802,Di Majo Norante,21
77490,11803,Bosman Family Vineyards,210
77492,11804,Doolhof,210
77511,11805,Intriga,16
77512,11806,Le Classique from the 3 Springs Vineyard,58
77530,11807,Familie Zull,67
77548,11808,Backstage Winery,7
77551,11809,Calla Lily,7
77587,11810,Phoenix Ranch,7
77597,11811,Vignerons de Correns,58
77598,11812,Villa Sparina,61
77618,11813,Domaine Begude,57
77626,11814,Schloss Wallhausen,92
77661,11815,Brunori,18
77686,11816,Calderona,3
77688,11817,Nga Waka,83
77694,11818,Logan Ridge,28
77704,11819,Malatinszky,113
77707,11820,Calzo,10
77709,11821,Kelly's Revenge,88
77716,11822,Aldas,289
77718,11823,Banrock Station,88
77748,11824,Il Cancelliere,21
77762,11825,Domaine Olivier Merlin,20
77767,11826,Pagos del Galir,3
77776,11827,Chateau Boutisse,15
77796,11828,Wit's End,22
77820,11829,Robert Skalli,57
77853,11830,Mountain Door,10
77860,11831,Terraprima,51
77864,11832,Chateau Cinc-Hilhs,15
77865,11833,Chateau de Brague,15
77869,11834,Despagne,15
77909,11835,Fattoria Montecchio,26
77924,11836,Grand Pacific,7
77926,11837,I Greppi,26
77933,11838,Hat Ranch,79
77939,11839,Chateau du Cartillon,15
78017,11840,Graf von Schonborn,90
78020,11841,Wagner-Stempel,6
78026,11842,Mueller,7
78028,11843,Occhipinti,4
78037,11844,Domaine Richard Rottiers,13
78072,11845,Bodegas Real,33
78081,11846,Vina Altaba,33
78088,11847,Chateau Vessiere,44
78150,11848,Unum,7
78153,11849,Domaine Patrice Moreux,69
78165,11850,Chateau Goumin,15
78170,11851,Faunus,51
78197,11852,Punti­ Ferrer,54
78209,11853,Manfred Tement,75
78218,11854,Cote Nicault,17
78290,11855,Franco M. Martinetti,61
78350,11856,Bevela,7
78381,11857,Morambro Creek,22
78399,11858,Ross Estate,22
78474,11859,Casita Mami,3
78476,11860,Chateau Respide-Medeville,15
78526,11861,Chateau la Chapelle aux Moines,15
78535,11862,Turchi,7
78536,11863,Deep Sea,7
78546,11864,Chateau Brisson,15
78631,11865,Mount Si,17
78635,11866,Apanta,209
